TransactionID,CustomerID,ProductCategory,Quantity,OrderWeight_kg,TransactionAmount_EUR,IsStandardOrder,IsUrgent,BaseShippingCost_EUR,WeightSurchargeCost_EUR,ColdChainPremium_EUR,UrgencyPremium_EUR,TotalShippingCost_EUR,ShippingCostPerUnit_EUR
TXN-2023-000152,CUST-009,Fresh,23,60.82,584.55,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000153,CUST-009,Milk,16,14.04,421.68,False,False,20.0,10.53,15.0,0.0,45.53,2.85
TXN-2023-000154,CUST-009,Frozen,16,24.93,421.98,False,False,20.0,18.7,0.0,0.0,38.7,2.42
TXN-2023-000155,CUST-009,Milk,49,43.0,1243.42,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000156,CUST-009,Fresh,19,50.25,492.81,False,False,20.0,37.68,20.0,0.0,77.68,4.09
TXN-2023-000157,CUST-009,Grocery,8,37.91,205.92,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000158,CUST-009,Grocery,21,99.52,534.11,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000159,CUST-009,Fresh,9,23.8,246.87,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000160,CUST-009,DetergentsPaper,31,31.48,787.65,True,True,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000161,CUST-009,Grocery,34,161.13,855.92,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000162,CUST-009,Grocery,6,28.44,160.43,False,False,20.0,21.33,0.0,0.0,41.33,6.89
TXN-2023-000163,CUST-009,Grocery,18,85.31,453.86,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000164,CUST-009,Fresh,33,87.27,832.46,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000165,CUST-009,DetergentsPaper,27,27.42,696.46,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000166,CUST-009,Fresh,7,18.51,197.81,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000167,CUST-009,Grocery,8,37.91,211.74,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000168,CUST-009,Grocery,22,104.26,557.15,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000169,CUST-009,Milk,18,15.8,472.56,False,True,20.0,11.85,15.0,20.0,66.85,3.71
TXN-2023-000170,CUST-009,Delicatessen,16,9.82,411.64,False,False,20.0,7.36,18.0,0.0,45.36,2.84
TXN-2023-000171,CUST-009,Fresh,22,58.18,572.8,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000172,CUST-009,DetergentsPaper,15,15.23,381.51,False,False,20.0,11.43,0.0,0.0,31.43,2.1
TXN-2023-000173,CUST-009,Grocery,12,56.87,321.0,False,False,20.0,42.65,0.0,0.0,62.65,5.22
TXN-2023-000174,CUST-009,Grocery,33,156.39,841.14,False,True,20.0,117.29,0.0,20.0,157.29,4.77
TXN-2023-000175,CUST-009,Grocery,52,246.44,1312.3,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000176,CUST-009,Fresh,13,34.38,346.77,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000177,CUST-009,Fresh,11,29.09,277.85,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000178,CUST-009,Grocery,15,71.09,376.04,False,False,20.0,53.32,0.0,0.0,73.32,4.89
TXN-2023-000179,CUST-009,Fresh,19,50.25,479.9,False,False,20.0,37.68,20.0,0.0,77.68,4.09
TXN-2023-000180,CUST-009,Fresh,5,13.22,146.57,False,False,20.0,9.92,20.0,0.0,49.92,9.98
TXN-2023-000181,CUST-009,Fresh,13,34.38,336.97,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000182,CUST-009,Milk,14,12.29,361.11,False,False,20.0,9.21,15.0,0.0,44.21,3.16
TXN-2023-000183,CUST-010,DetergentsPaper,193,196.01,4843.15,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000184,CUST-010,Grocery,141,668.22,3541.49,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000185,CUST-010,Milk,101,88.64,2534.66,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000186,CUST-010,Milk,32,28.08,822.83,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000187,CUST-010,Fresh,79,208.92,1996.26,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000188,CUST-010,Fresh,87,230.08,2187.58,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000189,CUST-010,DetergentsPaper,125,126.95,3132.79,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000190,CUST-010,Grocery,56,265.39,1400.02,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000191,CUST-010,Grocery,71,336.48,1784.5,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000192,CUST-010,Grocery,73,345.96,1828.28,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000193,CUST-010,Milk,213,186.93,5347.96,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000194,CUST-010,Frozen,182,283.6,4560.53,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000195,CUST-010,Grocery,226,1071.06,5651.14,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000196,CUST-010,Grocery,109,516.57,2731.44,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000197,CUST-010,Delicatessen,171,104.91,4299.36,True,True,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000198,CUST-011,Grocery,105,497.61,2631.1,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000199,CUST-011,Milk,36,31.59,913.72,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000200,CUST-011,Frozen,69,107.52,1735.9,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000201,CUST-011,Grocery,30,142.18,762.15,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000202,CUST-011,Grocery,57,270.13,1431.66,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000203,CUST-011,Milk,130,114.09,3273.48,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000204,CUST-011,DetergentsPaper,62,62.97,1554.02,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000205,CUST-011,Milk,110,96.54,2751.6,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000206,CUST-011,DetergentsPaper,39,39.61,991.76,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000207,CUST-011,Frozen,66,102.84,1670.95,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000208,CUST-011,Grocery,66,312.79,1670.45,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000209,CUST-011,Grocery,121,573.44,3038.19,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000210,CUST-011,Grocery,146,691.92,3665.53,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000211,CUST-011,Grocery,113,535.53,2832.97,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000212,CUST-011,Frozen,129,201.01,3231.26,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000213,CUST-011,Milk,68,59.68,1709.27,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000214,CUST-012,Fresh,65,171.9,1646.45,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000215,CUST-012,Fresh,69,182.47,1736.94,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000216,CUST-012,Grocery,55,260.66,1384.4,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000217,CUST-012,Fresh,24,63.47,602.55,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000218,CUST-012,Fresh,59,156.03,1483.26,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000219,CUST-012,Fresh,81,214.21,2026.43,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000220,CUST-012,Fresh,18,47.6,456.53,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000221,CUST-012,Fresh,59,156.03,1489.54,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000222,CUST-012,Grocery,94,445.48,2354.52,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000223,CUST-012,Fresh,86,227.43,2153.45,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000224,CUST-012,Fresh,50,132.23,1257.19,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000225,CUST-012,Milk,48,42.12,1200.11,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000226,CUST-012,Grocery,66,312.79,1656.65,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000227,CUST-012,Fresh,29,76.69,740.9,True,False,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2023-000228,CUST-012,Fresh,42,111.07,1070.08,True,False,0.0,0.0,0.0,0.0,0.0,0.0
